2024-11-05 21:27:41,036 - Starting scraping of 2426 games
2024-11-05 23:53:20,302 - Game 717572 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717573 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717549 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717551 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717555 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717558 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717559 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717548 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717556 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717561 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717563 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717562 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717554 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717557 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717552 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717553 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717533 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717538 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717547 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717536 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717545 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717550 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717546 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717534 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717535 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717541 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717543 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717540 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717542 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717539 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717544 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717537 already scraped, skipping.
2024-11-05 23:53:20,303 - Game 717522 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717518 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717530 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717532 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717524 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717521 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717519 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717525 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717529 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717528 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717531 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717520 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717526 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717523 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717527 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717511 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717506 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717516 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717512 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717515 already scraped, skipping.
2024-11-05 23:53:20,304 - Game 717517 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717505 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717514 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717510 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717513 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717504 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717503 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717498 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717492 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717509 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717495 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717502 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717507 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717497 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717499 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717501 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717494 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717500 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717496 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717508 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717489 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717483 already scraped, skipping.
2024-11-05 23:53:20,305 - Game 717477 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717479 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717490 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717486 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717488 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717493 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717478 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717491 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717484 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717485 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717482 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717487 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717467 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717474 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717470 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717462 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717469 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717473 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717481 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717472 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717471 already scraped, skipping.
2024-11-05 23:53:20,306 - Game 717476 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717468 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717480 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717475 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717453 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717459 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717452 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717456 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717448 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717463 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717466 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717465 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717454 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717460 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717461 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717457 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717458 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717455 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717464 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717440 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717444 already scraped, skipping.
2024-11-05 23:53:20,307 - Game 717439 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717437 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717451 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717443 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717438 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717450 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717436 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717441 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717449 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717442 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717446 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717445 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717447 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717430 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717427 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717425 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717422 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717434 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717426 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717432 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717423 already scraped, skipping.
2024-11-05 23:53:20,308 - Game 717429 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717435 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717431 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717428 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717424 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717433 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717405 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717409 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717420 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717414 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717407 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717419 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717406 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717413 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717417 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717418 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717416 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717415 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717412 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717410 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717389 already scraped, skipping.
2024-11-05 23:53:20,309 - Game 717399 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717404 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717395 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717396 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717403 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717390 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717400 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717401 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717397 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717408 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717398 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717402 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717392 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717394 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717393 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717411 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717381 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717379 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717386 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717391 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717380 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717376 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717373 already scraped, skipping.
2024-11-05 23:53:20,310 - Game 717385 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717384 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717387 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717388 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717377 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717383 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717378 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717382 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717369 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717366 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717374 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717370 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717365 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717372 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717371 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717367 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717375 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717368 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717352 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717349 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717362 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717358 already scraped, skipping.
2024-11-05 23:53:20,311 - Game 717357 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717353 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717350 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717359 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717361 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717363 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717364 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717354 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717360 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717355 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717356 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717339 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717344 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717338 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717340 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717351 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717336 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717335 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717341 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717343 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717347 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717348 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717346 already scraped, skipping.
2024-11-05 23:53:20,312 - Game 717342 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717345 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717333 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717323 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717331 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717337 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717322 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717327 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717330 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717329 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717328 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717334 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717332 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717312 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717310 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717313 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717325 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717315 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717311 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717319 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717326 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717316 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717320 already scraped, skipping.
2024-11-05 23:53:20,313 - Game 717324 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717321 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717317 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717314 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717318 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717297 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717295 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717296 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717308 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717302 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717301 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717306 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717307 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717305 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717300 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717309 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717303 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717299 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717293 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717304 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717278 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717279 already scraped, skipping.
2024-11-05 23:53:20,314 - Game 717287 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717286 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717283 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717281 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717292 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717290 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717284 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717291 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717298 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717289 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717288 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717285 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717294 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717274 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717273 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717268 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717271 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717277 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717282 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717276 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717280 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 718558 already scraped, skipping.
2024-11-05 23:53:20,315 - Game 717275 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717255 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717262 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717259 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717256 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717272 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717260 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717269 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717258 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717267 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717270 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717261 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717265 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717264 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717263 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717266 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717239 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717254 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717244 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717253 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717251 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717249 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717257 already scraped, skipping.
2024-11-05 23:53:20,316 - Game 717246 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717245 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717252 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717242 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717250 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717240 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717248 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717238 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717241 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717243 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717247 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717233 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717229 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717235 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717231 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717226 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717223 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717225 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717220 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717236 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717230 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717237 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717224 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717234 already scraped, skipping.
2024-11-05 23:53:20,317 - Game 717227 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717232 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717228 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717214 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717222 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717211 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717213 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717210 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717205 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717221 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717218 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717215 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717219 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717209 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717216 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717212 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717207 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717217 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717196 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717201 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717206 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717195 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717193 already scraped, skipping.
2024-11-05 23:53:20,318 - Game 717194 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717197 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717202 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717203 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717200 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717191 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717208 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717199 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717198 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717204 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717184 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717186 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717187 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717188 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717190 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717181 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717189 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717192 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717179 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717185 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717172 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717177 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717176 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717174 already scraped, skipping.
2024-11-05 23:53:20,319 - Game 717173 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717171 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717180 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717167 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717182 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717183 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717178 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717168 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717169 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717170 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717175 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717163 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717157 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717165 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717155 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717153 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717154 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717164 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717161 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717159 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717162 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717166 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717152 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717158 already scraped, skipping.
2024-11-05 23:53:20,320 - Game 717156 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717160 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717144 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717150 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717143 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717145 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717146 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717137 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717151 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717147 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717149 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717148 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717142 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717130 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717131 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717127 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717141 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717132 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717134 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717129 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717140 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717133 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717136 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717139 already scraped, skipping.
2024-11-05 23:53:20,321 - Game 717135 already scraped, skipping.
