2024-11-05 17:46:58,704 - Starting scraping of 1427 games
2024-11-05 17:46:58,729 - Game 717772 already scraped, skipping.
2024-11-05 17:46:58,730 - Game 717780 already scraped, skipping.
2024-11-05 17:46:58,730 - Game 717788 already scraped, skipping.
2024-11-05 17:46:58,731 - Game 717777 already scraped, skipping.
2024-11-05 17:46:58,735 - Game 717783 already scraped, skipping.
2024-11-05 17:46:58,739 - Game 717762 already scraped, skipping.
2024-11-05 17:46:58,745 - Game 717761 already scraped, skipping.
2024-11-05 17:46:58,749 - Game 717767 already scraped, skipping.
2024-11-05 17:46:58,753 - Game 717763 already scraped, skipping.
2024-11-05 17:46:58,757 - Game 717757 already scraped, skipping.
2024-11-05 17:46:58,761 - Game 717760 already scraped, skipping.
2024-11-05 17:46:58,765 - Game 717759 already scraped, skipping.
2024-11-05 17:46:58,769 - Game 717766 already scraped, skipping.
2024-11-05 17:46:58,773 - Game 717769 already scraped, skipping.
2024-11-05 17:46:58,776 - Game 717758 already scraped, skipping.
2024-11-05 17:46:58,777 - Game 717765 already scraped, skipping.
2024-11-05 17:46:58,777 - Game 717768 already scraped, skipping.
2024-11-05 17:46:58,780 - Game 717764 already scraped, skipping.
2024-11-05 17:46:58,781 - Game 717770 already scraped, skipping.
2024-11-05 17:46:58,781 - Game 717784 already scraped, skipping.
2024-11-05 17:46:58,785 - Game 717771 already scraped, skipping.
2024-11-05 17:46:58,786 - Game 717746 already scraped, skipping.
2024-11-05 17:46:58,789 - Game 717756 already scraped, skipping.
2024-11-05 17:46:58,790 - Game 717754 already scraped, skipping.
2024-11-05 17:46:58,790 - Game 717747 already scraped, skipping.
2024-11-05 17:46:58,790 - Game 717755 already scraped, skipping.
2024-11-05 17:46:58,793 - Game 717748 already scraped, skipping.
2024-11-05 17:46:58,794 - Game 717753 already scraped, skipping.
2024-11-05 17:46:58,794 - Game 717750 already scraped, skipping.
2024-11-05 17:46:58,797 - Game 717751 already scraped, skipping.
2024-11-05 17:46:58,798 - Game 717752 already scraped, skipping.
2024-11-05 17:46:58,798 - Game 717737 already scraped, skipping.
2024-11-05 17:46:58,801 - Game 717735 already scraped, skipping.
2024-11-05 17:46:58,802 - Game 717745 already scraped, skipping.
2024-11-05 17:46:58,802 - Game 717740 already scraped, skipping.
2024-11-05 17:46:58,802 - Game 717744 already scraped, skipping.
2024-11-05 17:46:58,802 - Game 717739 already scraped, skipping.
2024-11-05 17:46:58,805 - Game 717731 already scraped, skipping.
2024-11-05 17:46:58,805 - Game 717733 already scraped, skipping.
2024-11-05 17:46:58,806 - Game 717743 already scraped, skipping.
2024-11-05 17:46:58,806 - Game 717749 already scraped, skipping.
2024-11-05 17:46:58,806 - Game 717732 already scraped, skipping.
2024-11-05 17:46:58,806 - Game 717741 already scraped, skipping.
2024-11-05 17:46:58,809 - Game 717742 already scraped, skipping.
2024-11-05 17:46:58,810 - Game 717736 already scraped, skipping.
2024-11-05 17:46:58,810 - Game 717738 already scraped, skipping.
2024-11-05 17:46:58,813 - Game 717727 already scraped, skipping.
2024-11-05 17:46:58,814 - Game 717725 already scraped, skipping.
2024-11-05 17:46:58,814 - Game 717724 already scraped, skipping.
2024-11-05 17:46:58,814 - Game 717720 already scraped, skipping.
2024-11-05 17:46:58,814 - Game 717729 already scraped, skipping.
2024-11-05 17:46:58,817 - Game 717719 already scraped, skipping.
2024-11-05 17:46:58,818 - Game 717721 already scraped, skipping.
2024-11-05 17:46:58,818 - Game 717722 already scraped, skipping.
2024-11-05 17:46:58,818 - Game 717718 already scraped, skipping.
2024-11-05 17:46:58,818 - Game 717734 already scraped, skipping.
2024-11-05 17:46:58,821 - Game 717717 already scraped, skipping.
2024-11-05 17:46:58,822 - Game 717723 already scraped, skipping.
2024-11-05 17:46:58,822 - Game 717726 already scraped, skipping.
2024-11-05 17:46:58,822 - Game 717728 already scraped, skipping.
2024-11-05 17:46:58,825 - Game 717707 already scraped, skipping.
2024-11-05 17:46:58,826 - Game 717705 already scraped, skipping.
2024-11-05 17:46:58,826 - Game 717716 already scraped, skipping.
2024-11-05 17:46:58,830 - Game 717710 already scraped, skipping.
2024-11-05 17:46:58,830 - Game 717708 already scraped, skipping.
2024-11-05 17:46:58,830 - Game 717706 already scraped, skipping.
2024-11-05 17:46:58,830 - Game 717702 already scraped, skipping.
2024-11-05 17:46:58,830 - Game 717704 already scraped, skipping.
2024-11-05 17:46:58,830 - Game 717713 already scraped, skipping.
2024-11-05 17:46:58,834 - Game 717714 already scraped, skipping.
2024-11-05 17:46:58,835 - Game 717703 already scraped, skipping.
2024-11-05 17:46:58,835 - Game 717709 already scraped, skipping.
2024-11-05 17:46:58,835 - Game 717715 already scraped, skipping.
2024-11-05 17:46:58,838 - Game 717730 already scraped, skipping.
2024-11-05 17:46:58,839 - Game 717712 already scraped, skipping.
2024-11-05 17:46:58,839 - Game 717711 already scraped, skipping.
2024-11-05 17:46:58,839 - Game 717694 already scraped, skipping.
2024-11-05 17:46:58,842 - Game 717696 already scraped, skipping.
2024-11-05 17:46:58,843 - Game 717697 already scraped, skipping.
2024-11-05 17:46:58,843 - Game 717700 already scraped, skipping.
2024-11-05 17:46:58,846 - Game 717699 already scraped, skipping.
2024-11-05 17:46:58,847 - Game 717698 already scraped, skipping.
2024-11-05 17:46:58,847 - Game 717701 already scraped, skipping.
2024-11-05 17:46:58,847 - Game 717692 already scraped, skipping.
2024-11-05 17:46:58,847 - Game 717693 already scraped, skipping.
2024-11-05 17:46:58,851 - Game 717695 already scraped, skipping.
2024-11-05 17:46:58,851 - Game 717678 already scraped, skipping.
2024-11-05 17:46:58,851 - Game 717682 already scraped, skipping.
2024-11-05 17:46:58,851 - Game 717680 already scraped, skipping.
2024-11-05 17:46:58,851 - Game 717688 already scraped, skipping.
2024-11-05 17:46:58,854 - Game 717679 already scraped, skipping.
2024-11-05 17:46:58,854 - Game 717690 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717691 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717689 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717686 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717687 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717685 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717681 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717683 already scraped, skipping.
2024-11-05 17:46:58,855 - Game 717675 already scraped, skipping.
2024-11-05 17:46:58,859 - Game 717684 already scraped, skipping.
2024-11-05 17:46:58,860 - Game 717662 already scraped, skipping.
2024-11-05 17:46:58,860 - Game 717670 already scraped, skipping.
2024-11-05 17:46:58,863 - Game 717672 already scraped, skipping.
2024-11-05 17:46:58,864 - Game 717674 already scraped, skipping.
2024-11-05 17:46:58,864 - Game 717663 already scraped, skipping.
2024-11-05 17:46:58,864 - Game 717676 already scraped, skipping.
2024-11-05 17:46:58,864 - Game 717673 already scraped, skipping.
2024-11-05 17:46:58,867 - Game 717671 already scraped, skipping.
