2024-11-05 23:12:51,110 - Starting scraping of 627 games
2024-11-05 23:12:51,142 - Game 716967 exists but has incomplete data, re-scraping.
2024-11-05 23:14:07,546 - Game 716967 scraped successfully in 76.40 seconds
2024-11-05 23:14:08,553 - Game 716970 already scraped with complete data, skipping.
2024-11-05 23:14:08,553 - Game 716969 already scraped with complete data, skipping.
2024-11-05 23:14:08,554 - Game 716968 already scraped with complete data, skipping.
2024-11-05 23:14:08,554 - Game 716962 already scraped with complete data, skipping.
2024-11-05 23:14:08,555 - Game 716975 already scraped with complete data, skipping.
2024-11-05 23:14:08,555 - Game 716972 already scraped with complete data, skipping.
2024-11-05 23:14:08,555 - Game 716974 already scraped with complete data, skipping.
2024-11-05 23:14:08,556 - Game 716982 already scraped with complete data, skipping.
2024-11-05 23:14:08,556 - Game 716965 already scraped with complete data, skipping.
2024-11-05 23:14:08,557 - Game 716971 already scraped with complete data, skipping.
2024-11-05 23:14:08,557 - Game 716973 already scraped with complete data, skipping.
2024-11-05 23:14:08,558 - Game 716977 already scraped with complete data, skipping.
2024-11-05 23:14:08,558 - Game 716963 already scraped with complete data, skipping.
2024-11-05 23:14:08,559 - Game 716976 already scraped with complete data, skipping.
2024-11-05 23:14:08,559 - Game 716958 already scraped with complete data, skipping.
2024-11-05 23:14:08,560 - Game 716961 already scraped with complete data, skipping.
2024-11-05 23:14:08,560 - Game 716966 already scraped with complete data, skipping.
2024-11-05 23:14:08,560 - Game 716957 already scraped with complete data, skipping.
2024-11-05 23:14:08,561 - Game 716964 already scraped with complete data, skipping.
2024-11-05 23:14:08,561 - Game 716945 already scraped with complete data, skipping.
2024-11-05 23:14:08,561 - Game 716948 already scraped with complete data, skipping.
2024-11-05 23:14:08,562 - Game 716944 already scraped with complete data, skipping.
2024-11-05 23:14:08,562 - Game 716949 already scraped with complete data, skipping.
2024-11-05 23:14:08,562 - Game 716952 already scraped with complete data, skipping.
2024-11-05 23:14:08,563 - Game 716955 already scraped with complete data, skipping.
2024-11-05 23:14:08,563 - Game 716946 already scraped with complete data, skipping.
2024-11-05 23:14:08,563 - Game 716956 already scraped with complete data, skipping.
2024-11-05 23:14:08,564 - Game 716959 already scraped with complete data, skipping.
2024-11-05 23:14:08,564 - Game 716960 already scraped with complete data, skipping.
2024-11-05 23:14:08,564 - Game 716942 already scraped with complete data, skipping.
2024-11-05 23:14:08,565 - Game 716950 already scraped with complete data, skipping.
2024-11-05 23:14:08,565 - Game 716954 already scraped with complete data, skipping.
2024-11-05 23:14:08,565 - Game 716947 already scraped with complete data, skipping.
2024-11-05 23:14:08,565 - Game 716951 already scraped with complete data, skipping.
2024-11-05 23:14:08,566 - Game 716953 already scraped with complete data, skipping.
2024-11-05 23:14:08,566 - Game 716915 exists but has incomplete data, re-scraping.
2024-11-05 23:14:37,474 - Game 716915 scraped successfully in 28.91 seconds
2024-11-05 23:14:38,489 - Game 716925 exists but has incomplete data, re-scraping.
2024-11-05 23:15:56,573 - Game 716925 scraped successfully in 78.08 seconds
2024-11-05 23:15:58,014 - Game 716932 already scraped with complete data, skipping.
2024-11-05 23:15:58,014 - Game 716930 already scraped with complete data, skipping.
2024-11-05 23:15:58,024 - Game 716934 already scraped with complete data, skipping.
2024-11-05 23:15:58,027 - Game 716940 already scraped with complete data, skipping.
2024-11-05 23:15:58,034 - Game 716937 already scraped with complete data, skipping.
2024-11-05 23:15:58,054 - Game 716909 already scraped with complete data, skipping.
2024-11-05 23:15:58,073 - Game 716926 already scraped with complete data, skipping.
2024-11-05 23:15:58,089 - Game 716939 already scraped with complete data, skipping.
2024-11-05 23:15:58,326 - Game 716941 already scraped with complete data, skipping.
2024-11-05 23:15:58,649 - Game 716919 already scraped with complete data, skipping.
2024-11-05 23:15:59,173 - Game 716931 already scraped with complete data, skipping.
2024-11-05 23:15:59,328 - Game 716938 already scraped with complete data, skipping.
2024-11-05 23:15:59,375 - Game 716935 already scraped with complete data, skipping.
2024-11-05 23:15:59,501 - Game 716933 already scraped with complete data, skipping.
2024-11-05 23:15:59,563 - Game 716936 already scraped with complete data, skipping.
2024-11-05 23:15:59,581 - Game 716943 already scraped with complete data, skipping.
2024-11-05 23:15:59,582 - Game 716920 already scraped with complete data, skipping.
2024-11-05 23:15:59,590 - Game 716914 already scraped with complete data, skipping.
2024-11-05 23:15:59,598 - Game 716927 already scraped with complete data, skipping.
2024-11-05 23:15:59,815 - Game 716921 already scraped with complete data, skipping.
2024-11-05 23:15:59,817 - Game 716917 already scraped with complete data, skipping.
2024-11-05 23:15:59,818 - Game 716922 already scraped with complete data, skipping.
2024-11-05 23:15:59,825 - Game 716929 already scraped with complete data, skipping.
2024-11-05 23:15:59,827 - Game 716918 already scraped with complete data, skipping.
2024-11-05 23:15:59,836 - Game 716924 already scraped with complete data, skipping.
2024-11-05 23:15:59,864 - Game 716916 already scraped with complete data, skipping.
2024-11-05 23:15:59,868 - Game 716923 already scraped with complete data, skipping.
2024-11-05 23:15:59,870 - Game 716928 already scraped with complete data, skipping.
2024-11-05 23:15:59,874 - Game 716908 already scraped with complete data, skipping.
2024-11-05 23:15:59,877 - Game 716904 already scraped with complete data, skipping.
2024-11-05 23:15:59,877 - Game 716910 already scraped with complete data, skipping.
2024-11-05 23:15:59,885 - Game 716906 already scraped with complete data, skipping.
2024-11-05 23:15:59,886 - Game 716907 already scraped with complete data, skipping.
2024-11-05 23:15:59,886 - Game 716911 already scraped with complete data, skipping.
2024-11-05 23:15:59,887 - Game 716912 already scraped with complete data, skipping.
2024-11-05 23:15:59,888 - Game 716913 already scraped with complete data, skipping.
2024-11-05 23:15:59,889 - Game 716905 already scraped with complete data, skipping.
2024-11-05 23:15:59,894 - Game 716892 already scraped with complete data, skipping.
2024-11-05 23:15:59,903 - Game 716895 already scraped with complete data, skipping.
2024-11-05 23:15:59,909 - Game 716888 already scraped with complete data, skipping.
2024-11-05 23:15:59,923 - Game 716891 exists but has incomplete data, re-scraping.
2024-11-05 23:16:16,313 - Game 716891 scraped successfully in 16.39 seconds
2024-11-05 23:16:17,532 - Game 716894 already scraped with complete data, skipping.
2024-11-05 23:16:17,536 - Game 716889 already scraped with complete data, skipping.
2024-11-05 23:16:17,561 - Game 716897 already scraped with complete data, skipping.
2024-11-05 23:16:17,633 - Game 716902 already scraped with complete data, skipping.
2024-11-05 23:16:17,652 - Game 716887 already scraped with complete data, skipping.
2024-11-05 23:16:17,665 - Game 716899 already scraped with complete data, skipping.
2024-11-05 23:16:17,698 - Game 716901 already scraped with complete data, skipping.
2024-11-05 23:16:17,744 - Game 716898 already scraped with complete data, skipping.
2024-11-05 23:16:17,794 - Game 716896 already scraped with complete data, skipping.
2024-11-05 23:16:17,940 - Game 716893 already scraped with complete data, skipping.
2024-11-05 23:16:18,263 - Game 716900 already scraped with complete data, skipping.
2024-11-05 23:16:18,507 - Game 716890 already scraped with complete data, skipping.
2024-11-05 23:16:18,779 - Game 716903 already scraped with complete data, skipping.
2024-11-05 23:16:18,838 - Game 716878 already scraped with complete data, skipping.
2024-11-05 23:16:18,854 - Game 716884 already scraped with complete data, skipping.
2024-11-05 23:16:18,868 - Game 716876 already scraped with complete data, skipping.
2024-11-05 23:16:18,868 - Game 716882 already scraped with complete data, skipping.
2024-11-05 23:16:18,876 - Game 716875 already scraped with complete data, skipping.
2024-11-05 23:16:18,884 - Game 716874 exists but has incomplete data, re-scraping.
2024-11-05 23:16:36,153 - Game 716874 scraped successfully in 17.27 seconds
2024-11-05 23:16:37,158 - Game 716883 already scraped with complete data, skipping.
2024-11-05 23:16:37,159 - Game 716879 already scraped with complete data, skipping.
2024-11-05 23:16:37,160 - Game 716886 already scraped with complete data, skipping.
2024-11-05 23:16:37,161 - Game 716880 already scraped with complete data, skipping.
2024-11-05 23:16:37,164 - Game 716885 already scraped with complete data, skipping.
2024-11-05 23:16:37,166 - Game 716881 already scraped with complete data, skipping.
2024-11-05 23:16:37,166 - Game 716877 exists but has incomplete data, re-scraping.
2024-11-05 23:16:54,416 - Game 716877 scraped successfully in 17.25 seconds
2024-11-05 23:16:55,421 - Game 716873 already scraped with complete data, skipping.
2024-11-05 23:16:55,422 - Game 716868 already scraped with complete data, skipping.
2024-11-05 23:16:55,423 - Game 716871 already scraped with complete data, skipping.
2024-11-05 23:16:55,424 - Game 716865 exists but has incomplete data, re-scraping.
2024-11-05 23:17:10,078 - Game 716865 scraped successfully in 14.65 seconds
2024-11-05 23:17:11,106 - Game 716870 already scraped with complete data, skipping.
2024-11-05 23:17:11,107 - Game 716869 already scraped with complete data, skipping.
2024-11-05 23:17:11,108 - Game 716867 exists but has incomplete data, re-scraping.
2024-11-05 23:17:22,800 - Game 716867 scraped successfully in 11.69 seconds
2024-11-05 23:17:23,806 - Game 716864 already scraped with complete data, skipping.
2024-11-05 23:17:23,807 - Game 716872 already scraped with complete data, skipping.
2024-11-05 23:17:23,809 - Game 716860 already scraped with complete data, skipping.
2024-11-05 23:17:23,810 - Game 716857 already scraped with complete data, skipping.
2024-11-05 23:17:23,812 - Game 716851 exists but has incomplete data, re-scraping.
2024-11-05 23:17:36,312 - Game 716851 scraped successfully in 12.50 seconds
2024-11-05 23:17:37,320 - Game 716852 already scraped with complete data, skipping.
2024-11-05 23:17:37,321 - Game 716853 already scraped with complete data, skipping.
2024-11-05 23:17:37,322 - Game 716863 already scraped with complete data, skipping.
2024-11-05 23:17:37,322 - Game 716855 already scraped with complete data, skipping.
2024-11-05 23:17:37,324 - Game 716859 already scraped with complete data, skipping.
2024-11-05 23:17:37,324 - Game 716861 exists but has incomplete data, re-scraping.
2024-11-05 23:17:47,420 - Game 716861 scraped successfully in 10.10 seconds
2024-11-05 23:17:48,432 - Game 716862 already scraped with complete data, skipping.
2024-11-05 23:17:48,434 - Game 716854 already scraped with complete data, skipping.
2024-11-05 23:17:48,435 - Game 716866 already scraped with complete data, skipping.
2024-11-05 23:17:48,437 - Game 716858 already scraped with complete data, skipping.
2024-11-05 23:17:48,438 - Game 716850 already scraped with complete data, skipping.
2024-11-05 23:17:48,439 - Game 716856 already scraped with complete data, skipping.
2024-11-05 23:17:48,440 - Game 716846 already scraped with complete data, skipping.
2024-11-05 23:17:48,441 - Game 716838 exists but has incomplete data, re-scraping.
2024-11-05 23:19:11,336 - Game 716838 scraped successfully in 82.89 seconds
2024-11-05 23:19:12,344 - Game 716833 already scraped with complete data, skipping.
2024-11-05 23:19:12,346 - Game 716848 exists but has incomplete data, re-scraping.
2024-11-05 23:19:32,087 - Game 716848 scraped successfully in 19.74 seconds
2024-11-05 23:19:33,108 - Game 716832 already scraped with complete data, skipping.
2024-11-05 23:19:33,109 - Game 716844 already scraped with complete data, skipping.
2024-11-05 23:19:33,109 - Game 716840 already scraped with complete data, skipping.
2024-11-05 23:19:33,110 - Game 716837 already scraped with complete data, skipping.
2024-11-05 23:19:33,111 - Game 716847 exists but has incomplete data, re-scraping.
2024-11-05 23:19:54,428 - Game 716847 scraped successfully in 21.32 seconds
2024-11-05 23:19:55,437 - Game 716842 already scraped with complete data, skipping.
2024-11-05 23:19:55,437 - Game 716845 already scraped with complete data, skipping.
2024-11-05 23:19:55,438 - Game 716849 already scraped with complete data, skipping.
2024-11-05 23:19:55,439 - Game 716843 already scraped with complete data, skipping.
2024-11-05 23:19:55,440 - Game 716839 already scraped with complete data, skipping.
2024-11-05 23:19:55,440 - Game 716841 already scraped with complete data, skipping.
2024-11-05 23:19:55,441 - Game 716825 already scraped with complete data, skipping.
2024-11-05 23:19:55,442 - Game 716822 already scraped with complete data, skipping.
2024-11-05 23:19:55,443 - Game 716821 already scraped with complete data, skipping.
2024-11-05 23:19:55,443 - Game 716819 already scraped with complete data, skipping.
2024-11-05 23:19:55,444 - Game 716820 already scraped with complete data, skipping.
2024-11-05 23:19:55,444 - Game 716827 already scraped with complete data, skipping.
2024-11-05 23:19:55,445 - Game 716829 already scraped with complete data, skipping.
2024-11-05 23:19:55,445 - Game 716836 already scraped with complete data, skipping.
2024-11-05 23:19:55,446 - Game 716835 already scraped with complete data, skipping.
2024-11-05 23:19:55,446 - Game 716834 already scraped with complete data, skipping.
2024-11-05 23:19:55,447 - Game 716828 already scraped with complete data, skipping.
