game_date,game_pk,batter_per_game,home_team_name,away_team_name,home_team_won,is_top_of_inning,inning,bo_state_index,home_score_diff,home_batter_index,away_batter_index,home_batting_order_0,home_batting_order_1,home_batting_order_2,home_batting_order_3,home_batting_order_4,home_batting_order_5,home_batting_order_6,home_batting_order_7,home_batting_order_8,home_dh,home_lost_dh,home_pitcher,home_bullpen_0,home_bullpen_1,home_bullpen_2,home_bullpen_3,home_bullpen_4,home_bullpen_5,home_bullpen_6,home_bullpen_7,home_bullpen_8,home_bench_0,home_bench_1,home_bench_2,home_bench_3,away_batting_order_0,away_batting_order_1,away_batting_order_2,away_batting_order_3,away_batting_order_4,away_batting_order_5,away_batting_order_6,away_batting_order_7,away_batting_order_8,away_dh,away_lost_dh,away_pitcher,away_bullpen_0,away_bullpen_1,away_bullpen_2,away_bullpen_3,away_bullpen_4,away_bullpen_5,away_bullpen_6,away_bullpen_7,away_bullpen_8,away_bench_0,away_bench_1,away_bench_2,away_bench_3,home_pitcher_batters_faced,home_pitcher_can_be_subbed,away_pitcher_batters_faced,away_pitcher_can_be_subbed,node_type,home_bullpen_9,home_bullpen_10,home_bullpen_11,home_bullpen_12,home_bullpen_13,home_bullpen_14,home_bench_4,home_bench_5,away_bullpen_9,away_bullpen_10,away_bullpen_11,away_bullpen_12,away_bullpen_13,away_bullpen_14,away_bench_4,away_bench_5,terminal_value,action_taken
2023-07-29,717222,1,TOR,LAA,1,1,1,0,0,0,0,593160,666182,665489,656305,543807,10,672386,669289,595281,643376.0,False,666201.0,669952,605135,641835,592332,670950,621244,554340,657024,543351,662139,656669,624415,474832,650859,10,666160,621493,519058,642136,592669,500871,683021,660271.0,False,672282.0,571901,663776,681217,667755,519043,657097,642545,625643,608032,687263,663550,623205,595453,0,False,0,False,chance,663878,650893,-1,-1,-1,-1,-1,-1,608337,542881,-1,-1,-1,-1,-1,-1,,___-1
2023-07-28,717223,1,AZ,SEA,0,1,1,0,0,0,0,672695,606466,682998,572233,10,666971,656896,664983,645444,686527.0,False,674072.0,543518,694297,669459,518876,605177,666818,656464,613534,669194,605113,608348,446334,677950,641487,677594,553993,606192,663728,10,664034,664238,676609,608596.0,False,669302.0,623437,682967,666374,623149,693433,622491,669923,662253,663462,645801,543939,666211,687799,0,False,0,False,batter,668678,612434,656457,-1,-1,-1,-1,-1,642048,642100,682243,-1,-1,-1,-1,-1,,play at bat
2023-07-28,717223,1,AZ,SEA,0,1,1,0,0,0,0,672695,606466,682998,572233,10,666971,656896,664983,645444,686527.0,False,674072.0,543518,694297,669459,518876,605177,666818,656464,613534,669194,605113,608348,446334,677950,641487,677594,553993,606192,663728,10,664034,664238,676609,608596.0,False,669302.0,623437,682967,666374,623149,693433,622491,669923,662253,663462,645801,543939,666211,687799,0,False,0,False,pitcher,668678,612434,656457,-1,-1,-1,-1,-1,642048,642100,682243,-1,-1,-1,-1,-1,,play at bat
2023-07-28,717223,1,AZ,SEA,0,1,1,0,0,0,0,672695,606466,682998,572233,10,666971,656896,664983,645444,686527.0,False,674072.0,543518,694297,669459,518876,605177,666818,656464,613534,669194,605113,608348,446334,677950,641487,677594,553993,606192,663728,10,664034,664238,676609,608596.0,False,669302.0,623437,682967,666374,623149,693433,622491,669923,662253,663462,645801,543939,666211,687799,0,False,0,False,chance,668678,612434,656457,-1,-1,-1,-1,-1,642048,642100,682243,-1,-1,-1,-1,-1,,_2_-0
2023-07-28,717224,1,SD,TEX,1,1,1,0,0,0,0,673490,665487,665742,592518,593428,630105,10,596142,663757,669134.0,False,605397.0,663158,621051,623352,658648,607259,657612,605483,641703,607625,676946,670128,572761,663845,543760,608671,663993,666969,673962,10,641598,677649,665750,543257.0,False,641540.0,666720,592351,675921,622250,571760,519293,656271,674003,600917,669352,543543,669087,669701,0,False,0,False,batter,676680,472610,-1,-1,-1,-1,-1,-1,547973,527048,-1,-1,-1,-1,-1,-1,,play at bat
2023-07-28,717224,1,SD,TEX,1,1,1,0,0,0,0,673490,665487,665742,592518,593428,630105,10,596142,663757,669134.0,False,605397.0,663158,621051,623352,658648,607259,657612,605483,641703,607625,676946,670128,572761,663845,543760,608671,663993,666969,673962,10,641598,677649,665750,543257.0,False,641540.0,666720,592351,675921,622250,571760,519293,656271,674003,600917,669352,543543,669087,669701,0,False,0,False,pitcher,676680,472610,-1,-1,-1,-1,-1,-1,547973,527048,-1,-1,-1,-1,-1,-1,,play at bat
2023-07-28,717224,1,SD,TEX,1,1,1,0,0,0,0,673490,665487,665742,592518,593428,630105,10,596142,663757,669134.0,False,605397.0,663158,621051,623352,658648,607259,657612,605483,641703,607625,676946,670128,572761,663845,543760,608671,663993,666969,673962,10,641598,677649,665750,543257.0,False,641540.0,666720,592351,675921,622250,571760,519293,656271,674003,600917,669352,543543,669087,669701,0,False,0,False,chance,676680,472610,-1,-1,-1,-1,-1,-1,547973,527048,-1,-1,-1,-1,-1,-1,,___-0
2023-07-28,717225,1,LAD,CIN,0,1,1,0,0,0,0,605141,518692,669257,10,642708,571970,621035,571771,500743,502110.0,False,676272.0,641360,664062,681911,657571,660813,675627,622075,628711,623465,605131,518792,444482,681546,682829,670770,680574,641584,663697,458015,668715,663886,10,666181.0,False,682227.0,594902,622065,596133,650960,668933,518585,664139,608371,571656,669222,621028,571912,687952,0,False,0,False,batter,668338,518489,686218,-1,-1,-1,-1,-1,571882,664747,671096,-1,-1,-1,-1,-1,,play at bat
2023-07-28,717225,1,LAD,CIN,0,1,1,0,0,0,0,605141,518692,669257,10,642708,571970,621035,571771,500743,502110.0,False,676272.0,641360,664062,681911,657571,660813,675627,622075,628711,623465,605131,518792,444482,681546,682829,670770,680574,641584,663697,458015,668715,663886,10,666181.0,False,682227.0,594902,622065,596133,650960,668933,518585,664139,608371,571656,669222,621028,571912,687952,0,False,0,False,pitcher,668338,518489,686218,-1,-1,-1,-1,-1,571882,664747,671096,-1,-1,-1,-1,-1,,play at bat
2023-07-28,717225,1,LAD,CIN,0,1,1,0,0,0,0,605141,518692,669257,10,642708,571970,621035,571771,500743,502110.0,False,676272.0,641360,664062,681911,657571,660813,675627,622075,628711,623465,605131,518792,444482,681546,682829,670770,680574,641584,663697,458015,668715,663886,10,666181.0,False,682227.0,594902,622065,596133,650960,668933,518585,664139,608371,571656,669222,621028,571912,687952,0,False,0,False,chance,668338,518489,686218,-1,-1,-1,-1,-1,571882,664747,671096,-1,-1,-1,-1,-1,,__3-0
