Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Strikeout,False,1,Top,1,0,0,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Strikeout,False,1,Top,2,0,1,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Groundout,False,1,Top,3,0,2,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Flyout,False,1,Bot,4,0,0,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Strikeout,False,1,Bot,5,0,1,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Single,False,1,Bot,6,0,2,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Single,False,1,Bot,7,0,2,,,669257,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Walk,False,1,Bot,8,0,2,,669257,444482,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Strikeout,False,1,Bot,9,0,2,669257,444482,502110,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Groundout,False,2,Top,10,0,0,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Strikeout,False,2,Top,11,0,1,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Groundout,False,2,Top,12,0,2,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Groundout,False,2,Bot,13,0,0,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Lineout,False,2,Bot,14,0,1,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Groundout,False,2,Bot,15,0,2,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
Flyout,False,3,Top,16,0,0,,,,664062,657277,605141,664774,518692,592626,669257,642731,444482,624424,502110,573262,681546,682641,678246,666165,518792,543063,683737,669477,502110,592626,669257,666165,518692,664774,678246,642731,683737,669477,605141,543063,444482,624424,681546,682641,518792,573262
