Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Flyout,False,1,Top,1,0,0,,,,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Walk,False,1,Top,2,0,1,,,,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Grounded Into DP,False,1,Top,3,0,1,,,592450,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Strikeout,False,1,Bot,4,0,0,,,,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Lineout,False,1,Bot,5,0,1,,,,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Strikeout,False,1,Bot,6,0,2,,,,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Single,False,2,Top,7,0,0,,,,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Single,False,2,Top,8,0,0,,,519317,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Home Run,False,2,Top,9,0,0,,519317,664056,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
Flyout,False,2,Top,10,-3,0,,,,666200,641656,624585,643396,650333,592450,605137,650402,665862,519317,650559,664056,660821,683011,669394,641343,621563,543309,663743,665828,624585,592450,663743,543309,605137,641343,650333,650402,669394,643396,621563,683011,650559,665828,665862,664056,660821,519317
