Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Flyout,False,1,Top,1,0,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,1,Top,2,0,1,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,1,Top,3,0,2,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Groundout,False,1,Bot,4,0,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,1,Bot,5,0,1,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Double,False,1,Bot,6,0,2,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Pop Out,False,1,Bot,7,0,2,,663993,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Home Run,False,2,Top,8,0,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Home Run,False,2,Top,9,-1,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Hit By Pitch,False,2,Top,10,-2,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Game Advisory,False,2,Top,11,-2,0,,,672724,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Lineout,False,2,Top,11,-2,0,,,672724,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Single,False,2,Top,12,-2,1,,,672724,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Walk,False,2,Top,13,-2,1,,672724,624431,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Single,False,2,Top,14,-2,1,672724,624431,543305,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,2,Top,15,-3,1,624431,543305,683011,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,2,Top,16,-3,2,624431,543305,683011,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Pop Out,False,2,Bot,17,-3,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Single,False,2,Bot,18,-3,1,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,2,Bot,19,-3,1,,,677649,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,2,Bot,20,-3,2,,,677649,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,3,Top,21,-3,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Lineout,False,3,Top,22,-3,1,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Groundout,False,3,Top,23,-3,2,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Strikeout,False,3,Bot,24,-3,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Double,False,3,Bot,25,-3,1,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Flyout,False,3,Bot,26,-3,1,,543760,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Lineout,False,3,Bot,27,-3,2,,543760,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Flyout,False,4,Top,28,-3,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Groundout,False,4,Top,29,-3,1,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Groundout,False,4,Top,30,-3,2,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Defensive Sub,True,4,Bot,31,-3,0,,,,571760,543037,543760,683011,543257,592450,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,592450
Flyout,False,4,Bot,31,-3,0,,,,571760,543037,543760,683011,543257,665828,663993,519203,666969,518934,641680,650402,677649,672724,669701,643396,665750,624431,506702,543305,641680,519203,506702,624431,663993,518934,543760,650402,677649,672724,669701,683011,543257,543305,665750,643396,666969,665828
