Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Single,False,1,Top,1,0,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Walk,False,1,Top,2,0,0,,,641487,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Grounded Into DP,False,1,Top,3,0,0,,641487,677594,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Single,False,1,Top,4,0,2,641487,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Double,False,1,Top,5,-1,2,,,608596,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Home Run,False,1,Top,6,-1,2,608596,606192,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Flyout,False,1,Top,7,-4,2,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Home Run,False,1,Bot,8,-4,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Strikeout,False,1,Bot,9,-3,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Groundout,False,1,Bot,10,-3,1,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Strikeout,False,1,Bot,11,-3,2,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Home Run,False,2,Top,12,-3,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Single,False,2,Top,13,-4,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Stolen Base 2B,True,2,Top,14,-4,0,,,676609,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Lineout,False,2,Top,14,-4,0,,676609,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Strikeout,False,2,Top,15,-4,1,676609,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Flyout,False,2,Top,16,-4,2,676609,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Single,False,2,Bot,17,-4,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Strikeout,False,2,Bot,18,-4,0,,,592273,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Ejection,True,2,Bot,19,-4,1,,,592273,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Single,False,2,Bot,19,-4,1,,,592273,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Strikeout,False,2,Bot,20,-4,1,,592273,592669,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Strikeout,False,2,Bot,21,-4,2,,592273,592669,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Strikeout,False,3,Top,22,-4,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Double,False,3,Top,23,-4,1,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Walk,False,3,Top,24,-4,1,,606192,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Grounded Into DP,False,3,Top,25,-4,1,,606192,664034,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Single,False,3,Bot,26,-4,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Walk,False,3,Bot,27,-4,0,,,650859,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Single,False,3,Bot,28,-4,0,,650859,660271,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Home Run,False,3,Bot,29,-3,0,660271,,543068,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Groundout,False,3,Bot,30,0,0,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
Flyout,False,3,Bot,31,0,1,,,,672282,622491,650859,641487,660271,677594,543068,553993,519058,608596,592273,606192,666160,664034,592669,663728,642136,664238,545341,676609,660271,663728,642136,608596,543068,664034,592273,676609,519058,553993,650859,641487,545341,664238,666160,677594,592669,606192
