Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Groundout,False,1,Top,1,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Strikeout,False,1,Top,2,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Single,False,1,Top,3,0,2,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,1,Top,4,0,2,,,596146,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,1,Bot,5,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Strikeout,False,1,Bot,6,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,1,Bot,7,0,2,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Strikeout,False,2,Top,8,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Flyout,False,2,Top,9,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Walk,False,2,Top,10,0,2,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Strikeout,False,2,Top,11,0,2,,,680777,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,2,Bot,12,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Strikeout,False,2,Bot,13,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Pop Out,False,2,Bot,14,0,2,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Single,False,3,Top,15,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Flyout,False,3,Top,16,0,0,,,572191,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Grounded Into DP,False,3,Top,17,0,1,,,572191,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,3,Bot,18,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Single,False,3,Bot,19,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,3,Bot,20,0,1,,,600301,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,3,Bot,21,0,2,,600301,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Flyout,False,4,Top,22,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Strikeout,False,4,Top,23,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Flyout,False,4,Top,24,0,2,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Groundout,False,4,Bot,25,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Flyout,False,4,Bot,26,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Strikeout,False,4,Bot,27,0,2,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Flyout,False,5,Top,28,0,0,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Double,False,5,Top,29,0,1,,,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
Lineout,False,5,Top,30,0,1,,680777,,571945,641154,663457,621043,502671,666397,571448,596146,575929,621439,641933,593871,691023,670242,669242,680777,600301,608336,666185,572191,691023,621439,575929,680777,502671,608336,600301,666397,571448,593871,669242,621043,641933,670242,666185,572191,663457,596146
