Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Walk,False,1,Top,1,0,0,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Walk,False,1,Top,2,0,0,,,694384,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Strikeout,False,1,Top,3,0,0,,694384,660271,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Single,False,1,Top,4,0,1,,694384,660271,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Sac Fly,False,1,Top,5,0,1,694384,660271,519058,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Groundout,False,1,Top,6,-1,2,,660271,519058,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Groundout,False,1,Bot,7,-1,0,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Groundout,False,1,Bot,8,-1,1,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Strikeout,False,1,Bot,9,-1,2,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Pop Out,False,2,Top,10,-1,0,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Single,False,2,Top,11,-1,1,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Groundout,False,2,Top,12,-1,1,,,663550,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Groundout,False,2,Top,13,-1,2,,663550,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Flyout,False,2,Bot,14,-1,0,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Double,False,2,Bot,15,-1,1,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Strikeout,False,2,Bot,16,-1,1,,664913,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Flyout,False,2,Bot,17,-1,2,,664913,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Groundout,False,3,Top,18,-1,0,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Lineout,False,3,Top,19,-1,1,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Strikeout,False,3,Top,20,-1,2,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
Groundout,False,3,Bot,21,-1,0,,,,621112,656288,643393,694384,680869,660271,676116,592273,667670,519058,664913,650859,672478,666160,671732,681351,691016,663550,669397,677347,667670,660271,691016,681351,676116,694384,680869,592273,672478,519058,669397,677347,643393,663550,671732,666160,664913,650859
