Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Strikeout,False,1,Top,1,0,0,,,,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Strikeout,False,1,Top,2,0,1,,,,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Single,False,1,Top,3,0,2,,,,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Strikeout,False,1,Top,4,0,2,,,667670,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Double,False,1,Bot,5,0,0,,,,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Single,False,1,Bot,6,0,0,,514888,,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Sac Fly,False,1,Bot,7,0,0,514888,,608324,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Strikeout,False,1,Bot,8,1,1,,,608324,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Stolen Base 2B,True,1,Bot,9,1,2,,,608324,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Single,False,1,Bot,9,1,2,,608324,,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Single,False,1,Bot,10,2,2,,,663656,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Walk,False,1,Bot,11,2,2,663656,,665161,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
Strikeout,False,1,Bot,12,2,2,663656,665161,676801,686613,676664,514888,665923,608324,676116,670541,667670,547989,669127,663656,607054,665161,657656,676801,668709,667452,643393,455117,669397,667452,667670,455117,669127,547989,676116,514888,643393,608324,607054,665161,669397,670541,668709,676801,665923,663656,657656
