Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Game Advisory,False,1,Top,1,0,0,,,,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Groundout,False,1,Top,1,0,0,,,,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Groundout,False,1,Top,2,0,1,,,,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Walk,False,1,Top,3,0,2,,,,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Strikeout,False,1,Top,4,0,2,,,641584,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Flyout,False,1,Bot,5,0,0,,,,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Walk,False,1,Bot,6,0,1,,,,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Strikeout,False,1,Bot,7,0,1,,,656941,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Double,False,1,Bot,8,0,2,,,656941,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
Walk,False,2,Top,9,1,0,,,,592836,656818,607208,663697,656941,670770,592663,641584,592206,663886,681082,571976,664761,613564,669016,668715,624641,621028,595909,666181,656941,641584,592663,663886,664761,613564,681082,663697,624641,668715,607208,621028,595909,666181,669016,670770,592206,571976
