Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,Third_Base,Second_Base,First_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Away_Lineup_1,Home_Lineup_2,Away_Lineup_2,Home_Lineup_3,Away_Lineup_3,Home_Lineup_4,Away_Lineup_4,Home_Lineup_5,Away_Lineup_5,Home_Lineup_6,Away_Lineup_6,Home_Lineup_7,Away_Lineup_7,Home_Lineup_8,Away_Lineup_8,Home_Lineup_9,Away_Lineup_9,Home_DH,Away_DH,Home_C,Away_C,Home_1B,Away_1B,Home_2B,Away_2B,Home_3B,Away_3B,Home_SS,Away_SS,Home_LF,Away_LF,Home_CF,Away_CF,Home_RF,Away_RF
Strikeout,False,1,Top,1,0,0,,,,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Flyout,False,1,Top,2,0,1,,,,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Walk,False,1,Top,3,0,2,,,,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Single,False,1,Top,4,0,2,,,664023,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Groundout,False,1,Bot,5,0,0,,,,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Walk,False,1,Bot,6,0,1,,,,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Flyout,False,1,Bot,7,0,1,,,592178,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Single,False,1,Bot,8,0,2,,,592178,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Strikeout,False,1,Bot,9,0,2,592178,,553869,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
Triple,False,2,Top,10,0,0,,,,623167,665871,453568,666624,592178,663538,666134,664023,553869,641355,641857,621020,660707,673548,663898,543228,676701,691718,686668,663611,592178,666624,553869,543228,660707,641355,663898,663538,641857,663611,676701,621020,666134,664023,686668,691718,453568,673548
